Protein IDs	Peptides	Unique peptides	Score	Intensity	Intensity P1_GLU	Intensity P10_FOS	Intensity P11_CYC	Intensity P12_GLU	Intensity P13_PBS	Intensity P14_CYC	Intensity P2_GLU	Intensity P3_PBS	Intensity P4_BAS1	Intensity P5_CYC	Intensity P6_FOS	Intensity P7_FOS	Intensity P8_PBS	Intensity P9_BAS2	Only identified by site	Reverse	Potential contaminant	id
V1.UC39-0_GL0093878;V1.CD40-0_GL0090895;MH0055_GL0073500;MH0303_GL0185189;V1.UC57-0_GL0040633;V1.UC12-4_GL0084537;N085A_GL0039821;MH0414_GL0096733;MH0381_GL0007389;MH0333_GL0064369;MH0281_GL0089533;MH0265_GL0034300;MH0181_GL0087828;MH0105_GL0027889;MH0101_GL0054784;MH0069_GL0088594;MH0046_GL0001379;MH0025_GL0039542;MH0011_GL0079163;MH0003_GL0073495;MH0413_GL0077458;V1.FI36_GL0224673;V1.UC40-0_GL0159125;MH0014_GL0056332;MH0003_GL0053164;MH0298_GL0138376;MH0152_GL0064919;MH0402_GL0032021;V1.CD35-1_GL0095494;MH0039_GL0051073;T2D-48A_GL0102215;NOF013_GL0060941;MH0321_GL0062206;MH0314_GL0161898;MH0243_GL0042612;MH0238_GL0032794;DOM005_GL0016035;V1.UC26-4_GL0188298;NLF001_GL0010292;MH0195_GL0114770;MH0192_GL0144930;MH0179_GL0011712;MH0100_GL0114991;MH0025_GL0038102;MH0004_GL0010618;DLM007_GL0064627;MH0189_GL0068892;V1.FI14_GL0050073;T2D-195A_GL0032844;N037A_GL0031432;MH0335_GL0024080;DLM003_GL0022589;MH0430_GL0159336;MH0238_GL0061688;MH0198_GL0112040	4	3	24.143	1054900000	41777000	48848000	128530000	77816000	109920000	104450000	38644000	131120000	48491000	122310000	26552000	36811000	94038000	45601000				6735
V1.UC39-0_GL0110075	5	2	36.881	962910000	70930000	54963000	94970000	87829000	107070000	82439000	66679000	74094000	21507000	87226000	18649000	62043000	99674000	34840000				6736
V1.UC39-0_GL0121738	1	1	2.1032	55609000	0	0	8658800	0	0	12447000	6272000	0	8081700	8253500	7739000	4156700	0	0				6737
V1.UC39-4_GL0032703	2	1	2.4751	43235000	0	0	15317000	0	0	0	0	9873100	0	18045000	0	0	0	0				6738
V1.UC39-4_GL0121080	3	2	3.8141	119580000	4246800	17461000	13110000	0	11519000	9823900	7904300	0	7730000	5050500	13414000	20623000	0	8694800				6739
V1.UC4-0_GL0129610;O2.UC31-0_GL0116674;O2.UC44-0_GL0142194	9	0	18.403	289440000	9816600	43069000	21647000	0	18358000	22384000	6612200	23938000	21929000	8028200	64765000	41336000	7561500	0				6740
V1.UC40-0_GL0007441	5	1	1.5972	238210000	0	0	30282000	0	35084000	28417000	0	33280000	30895000	24909000	6489000	0	26745000	22112000				6741
V1.UC40-0_GL0093622	1	1	1.8935	141780000	18988000	0	0	23319000	0	10749000	15140000	0	26070000	8655500	4396300	0	4837700	29627000				6742
V1.UC40-1_GL0112499;O2.UC36-0_GL0147885;MH0456_GL0091587;V1.CD54-0_GL0077836;V1.UC34-0_GL0034599;V1.CD20-4_GL0172144	16	0	2.9217	30828000	14820000	0	0	0	0	0	16008000	0	0	0	0	0	0	0				6743
V1.UC40-1_GL0123920;MH0413_GL0124395;O2.UC48-0_GL0305552;MH0370_GL0049226;V1.UC55-0_GL0165442;V1.FI18_GL0134111	19	0	64.352	3270100000	163400000	651310000	178340000	188020000	187380000	121450000	174710000	116160000	98445000	124760000	396040000	689150000	97550000	83403000				6744
V1.UC40-1_GL0166114;V1.UC36-0_GL0101023;MH0336_GL0016147	13	0	6.6862	172040000	15132000	28103000	10615000	15025000	0	0	14010000	0	32553000	0	14952000	14343000	11892000	15418000				6745
V1.UC41-0_GL0002126	8	1	1.8633	108130000	0	42841000	0	0	0	0	0	0	0	0	0	44110000	0	21178000				6746
V1.UC41-0_GL0013101	6	0	2.166	38727000	20686000	0	0	0	0	0	0	8440200	0	0	9600800	0	0	0				6747
V1.UC41-0_GL0031140	21	0	119.2	17188000000	993170000	2149500000	1005400000	980070000	946700000	1011000000	1314000000	946740000	1033400000	947590000	2408000000	2341900000	644110000	466680000				6748
V1.UC41-0_GL0045739;MH0336_GL0135491;MH0060_GL0011518	7	1	31.543	828540000	45915000	27199000	57528000	42766000	27374000	61791000	58390000	22673000	196030000	47341000	26632000	25774000	35812000	153320000				6749
V1.UC41-0_GL0092161;MH0145_GL0135878;MH0170_GL0120426	28	0	16.108	1776200000	196100000	133460000	120700000	192860000	116460000	99908000	147700000	115230000	74330000	105430000	149870000	142530000	106220000	75442000				6750
V1.UC41-0_GL0102866;T2D-110A_GL0048381;T2D-70A_GL0079801;O2.UC1-1_GL0045855;MH0095_GL0031895;T2D-134A_GL0049392;ED13A_GL0077970	15	0	1.9925	52164000	0	10533000	5151000	8181200	0	0	0	4351400	0	0	11128000	12820000	0	0				6751
V1.UC42-0_GL0005323;V1.CD46-0_GL0073631	3	2	6.0145	159600000	7252400	51932000	0	0	0	7989100	11847000	0	0	9140200	22612000	43916000	4913700	0				6752
V1.UC42-0_GL0034250	2	0	2.0542	72165000	0	38041000	34125000	0	0	0	0	0	0	0	0	0	0	0				6753
V1.UC5-3_GL0020157;V1.UC42-0_GL0049062;MH0370_GL0094665;O2.UC40-1_GL0072980;MH0458_GL0050178;MH0188_GL0194542;O2.UC43-0_GL0085049	2	1	3.0173	106240000	11678000	24171000	0	0	0	0	7308200	0	0	0	35901000	27179000	0	0				6754
V1.UC42-0_GL0099444;V1.FI07_GL0025270;MH0386_GL0119817;N088A_GL0151695;N027A_GL0006204;O2.UC59-0_GL0094987;MH0276_GL0240416;MH0017_GL0016081;O2.UC17-1_GL0091006;MH0378_GL0047456;MH0017_GL0013548	6	1	12.715	313660000	25219000	10889000	16768000	16308000	20958000	9247900	10363000	19959000	83161000	5069200	5660500	0	11158000	78897000				6755
V1.UC43-0_GL0059386	3	3	59.369	630490000	0	183800000	0	0	0	0	0	0	0	0	197420000	242710000	6562800	0				6756
V1.UC44-0_GL0038141;MH0191_GL0191280;MH0288_GL0149120	21	1	35.553	2893700000	98061000	81982000	386980000	89405000	400070000	375540000	78190000	407530000	7491500	356330000	144600000	66778000	391410000	9368500				6757
V1.UC44-0_GL0050268	9	1	60.1	3441500000	601770000	90579000	224020000	314380000	254450000	307520000	592160000	188950000	112490000	255350000	139430000	115930000	183470000	61002000				6758
V1.UC4-5_GL0013658;MH0412_GL0133104	8	2	4.8679	381720000	42182000	62019000	9560200	29529000	5867200	4733100	48140000	6769400	0	0	67879000	105040000	0	0				6759
V1.UC4-5_GL0060083;MH0045_GL0049940;NOM026_GL0017168;MH0127_GL0024187;MH0385_GL0027727;MH0305_GL0133952;V1.FI01_GL0149179;V1.UC11-0_GL0006645;MH0111_GL0124123;MH0058_GL0009638;MH0385_GL0146545;MH0377_GL0125710;V1.FI24_GL0158850	3	2	11.964	220790000	0	0	50884000	2576300	16343000	54296000	6176200	13985000	3555200	30296000	9526200	0	33156000	0				6760
V1.UC4-5_GL0098153	2	0	2.1891	156160000	12900000	7807100	20080000	0	17189000	20050000	0	17081000	18521000	13214000	0	0	12431000	16891000				6761
V1.UC4-5_GL0179502;V1.UC5-3_GL0145108;V1.UC16-0_GL0020124	2	1	11.961	16926000	0	0	0	0	0	0	0	0	0	16926000	0	0	0	0				6762
V1.UC47-0_GL0053951	3	1	6.0946	523400000	28378000	31478000	51062000	33630000	61532000	44676000	24836000	47208000	34231000	34754000	26749000	32590000	29626000	42645000				6763
V1.UC47-0_GL0070676;V1.UC8-0_GL0046601	23	0	7.7076	420570000	87191000	22620000	19788000	58309000	0	0	44373000	21652000	42242000	18218000	45646000	42630000	17900000	0				6764
V1.UC47-0_GL0142351	6	0	39.3	103430000	17777000	15642000	0	12830000	0	0	16683000	5451500	0	0	19151000	15892000	0	0				6765
V1.UC47-4_GL0053241	1	1	2.1846	257500000	0	10931000	45388000	0	38255000	26337000	0	25489000	0	32973000	15339000	14776000	34940000	13067000				6766
V1.UC47-4_GL0054163;O2.UC12-2_GL0131437;O2.UC12-2_GL0046625;MH0271_GL0161798	3	2	3.4486	202700000	0	14783000	34230000	9335400	33342000	0	0	41147000	0	28696000	0	13652000	27514000	0				6767
V1.UC47-4_GL0117621	11	3	25.931	2728500000	77846000	56713000	397060000	43185000	377710000	383530000	53259000	327200000	0	400900000	183960000	83485000	343690000	0				6768
V1.UC47-4_GL0145174	1	1	4.0655	196680000	11200000	26136000	43138000	11091000	0	12078000	0	31240000	0	32127000	0	0	29669000	0				6769
V1.UC47-4_GL0145797	2	1	4.0364	304010000	0	9172800	43379000	0	38435000	15187000	11316000	53387000	0	44393000	35919000	15837000	36983000	0				6770
V1.UC47-4_GL0178420;MH0193_GL0178976;MH0189_GL0081702	4	1	4.1745	33939000	0	0	8945800	0	0	0	0	0	0	7948200	0	0	0	17045000				6771
V1.UC48-0_GL0005410;O2.UC24-2_GL0101834;V1.FI37_GL0050088;MH0268_GL0134811;V1.FI25_GL0092655;V1.CD2-0-PN_GL0070864;521095.Apar_0337;O2.UC17-1_GL0080313;T2D-62A_GL0019692	14	8	56.217	1578500000	326280000	58655000	69534000	160210000	86227000	92328000	393400000	99148000	12979000	59231000	80417000	56984000	56029000	27114000				6772
V1.UC48-0_GL0060046;MH0060_GL0020386	2	2	7.5616	242530000	11518000	21117000	20986000	13883000	31008000	15961000	16409000	25865000	16299000	15675000	7880900	13979000	16599000	15355000				6773
V1.UC48-0_GL0111074;V1.CD17-4_GL0126203;MH0088_GL0001497;T2D-176A_GL0086327;V1.CD6-0-PN_GL0134975;MH0239_GL0090282;MH0098_GL0127594;MH0184_GL0130182;N103A_GL0046403;MH0454_GL0159765;MH0309_GL0079919;MH0415_GL0223843;MH0103_GL0036561;MH0014_GL0049871;MH0454_GL0014141;MH0430_GL0186384;MH0193_GL0050077;O2.UC12-2_GL0040444;MH0001_GL0010139;MH0174_GL0056200;MH0023_GL0001888;O2.UC2-1_GL0161985;MH0077_GL0001959;MH0338_GL0116669;MH0415_GL0235568;V1.UC49-1_GL0020563;MH0109_GL0068599;MH0189_GL0102337;MH0233_GL0119699;T2D-135A_GL0084181;T2D-15A_GL0005509;553973.CLOHYLEM_06409;545696.HOLDEFILI_00964;O2.CD1-0-PT_GL0055851;V1.UC17-2_GL0139500;V1.FI24_GL0130714;MH0088_GL0075925;V1.CD34-0_GL0032305;MH0377_GL0008265;MH0266_GL0162408	13	1	7.9891	604680000	15056000	41219000	82351000	13264000	64469000	80440000	0	77292000	0	75646000	48695000	43894000	62349000	0				6774
V1.UC48-0_GL0116398;V1.CD32-0_GL0176223;V1.CD21-0_GL0023755;MH0100_GL0062004;MH0143_GL0101479;V1.CD54-0_GL0084949;MH0379_GL0032814	7	0	5.0008	409810000	30794000	46215000	22438000	39650000	18747000	16773000	27418000	18794000	40850000	16349000	57723000	28527000	7491100	38043000				6775
V1.UC48-0_GL0192929;MH0203_GL0136637;MH0370_GL0091200;V1.CD2-0-PN_GL0045440	9	9	37.982	1834100000	0	6410600	322730000	2448400	271560000	189190000	0	345850000	18271000	354840000	10749000	8499300	284540000	18987000				6776
V1.UC49-0_GL0140066	10	0	6.9276	277840000	8195200	31805000	16987000	7713300	37912000	4535900	28179000	11309000	0	0	40864000	78273000	12069000	0				6777
V1.UC49-0_GL0180722;V1.UC16-0_GL0023084	15	0	1.6618	1049200000	61130000	80390000	91680000	67621000	89028000	90614000	66381000	82425000	53500000	72376000	79627000	93707000	74389000	46307000				6778
V1.UC5-0_GL0037723;V1.UC37-0_GL0047415;MH0322_GL0061749;MH0377_GL0043580;DOM003_GL0006351;V1.CD46-0_GL0116342;T2D-176A_GL0090268	6	1	4.1993	48650000	0	0	12294000	0	0	0	0	10596000	0	11920000	0	0	13840000	0				6779
V1.UC5-0_GL0056125	4	2	6.5119	162610000	0	31055000	5825700	0	17190000	0	0	0	0	0	52636000	55904000	0	0				6780
V1.UC5-0_GL0062969;MH0006_GL0153082	3	2	10.624	855130000	7761800	40327000	113470000	18267000	146730000	134470000	29137000	99043000	0	91082000	46970000	48050000	79815000	0				6781
V1.UC5-0_GL0101115;MH0191_GL0025242;MH0035_GL0038015	22	0	9.7385	1883400000	61964000	65525000	249060000	64894000	292340000	215650000	39806000	266010000	0	231600000	76808000	52551000	256270000	10895000				6782
V1.UC5-0_GL0104429	6	0	-2	265510000	0	17178000	48567000	0	45897000	42930000	0	0	0	35738000	18429000	28414000	28358000	0	+			6783
V1.UC50-1_GL0009184;O2.UC7-0_GL0136407;V1.FI17_GL0193193;V1.FI17_GL0182077;MH0370_GL0056353;V1.UC13-3_GL0017125;MH0111_GL0003579;MH0077_GL0033707	12	0	-2	76753000	0	0	17374000	0	10226000	13170000	0	11132000	3580900	11167000	0	0	10103000	0	+			6784
V1.UC50-1_GL0013527;MH0144_GL0107352;MH0366_GL0140067;MH0088_GL0120586	4	0	3.2741	298450000	12864000	17107000	32180000	18254000	29494000	25413000	17134000	34085000	6490200	27238000	22157000	25854000	23757000	6424800				6785
V1.UC50-1_GL0042899	10	0	1.6541	145470000	0	0	0	0	11061000	14575000	0	15229000	35647000	13365000	10022000	12851000	11642000	21078000				6786
V1.UC50-1_GL0049551	10	0	2.0612	302710000	22777000	32332000	23007000	23524000	12145000	13125000	23489000	15259000	21324000	14093000	37328000	34394000	13981000	15932000				6787
V1.UC50-1_GL0053985	3	2	6.943	424580000	7686500	14283000	214850000	4848100	0	0	8129100	0	0	0	160850000	13942000	0	0				6788
V1.UC50-1_GL0067793;O2.UC15-1_GL0042625;O2.UC8-1_GL0148442;O2.CD3-0-PT_GL0157088;O2.UC7-1_GL0157001;V1.UC52-1_GL0090057;V1.FI28_GL0006917;MH0422_GL0119627;O2.UC48-2_GL0015198;MH0193_GL0180131;V1.UC58-0_GL0082489;MH0205_GL0078743;MH0402_GL0203538;MH0385_GL0168064;V1.UC26-0_GL0014306;MH0413_GL0207315;MH0369_GL0173737;MH0288_GL0118746;MH0419_GL0007029;MH0188_GL0129904;V1.UC36-0_GL0035248	11	0	5.8858	629850000	37034000	70784000	41279000	41413000	48767000	29252000	43441000	50149000	37772000	20274000	78465000	67322000	21859000	42038000				6789
V1.UC50-1_GL0090266	3	1	7.7685	610080000	102520000	8330100	52357000	64785000	25238000	46631000	128010000	16447000	0	47836000	28533000	40135000	29921000	19331000				6790
V1.UC50-1_GL0090361;MH0351_GL0091495;T2D-19A_GL0022155;V1.UC11-5_GL0178857;MH0007_GL0037064;MH0457_GL0138342;O2.UC12-1_GL0099093;MH0143_GL0001771;O2.UC28-0_GL0071190;MH0193_GL0106831;V1.FI34_GL0066120;V1.FI33_GL0045345;T2D-61A_GL0036741;MH0456_GL0128379;MH0358_GL0138291;MH0274_GL0055426;MH0221_GL0007255;MH0193_GL0107124;MH0113_GL0015527;MH0098_GL0114916;MH0059_GL0105649;457421.CBFG_03892;V1.CD20-4_GL0100969;T2D-13A_GL0060110;O2.UC18-1_GL0168710;NLM008_GL0027303;NLF013_GL0043603;MH0355_GL0199532;MH0100_GL0070455;MH0058_GL0062530;MH0002_GL0032805;ED9A_GL0026179;DOM003_GL0015525;SZEY-08A_GL0053882;MH0087_GL0001552;MH0260_GL0118573;T2D-108A_GL0115841;N083A_GL0006445;MH0377_GL0002511;MH0257_GL0109309;MH0049_GL0001373;V1.FI26_GL0208215;MH0239_GL0058877;MH0265_GL0012408	2	2	3.2685	130490000	3215200	0	13080000	0	14843000	8027200	1618800	22157000	0	25695000	6273400	7679500	27905000	0				6791
V1.UC50-1_GL0092227;V1.FI10_GL0093314;MH0318_GL0096105;O2.UC58-0_GL0050587;V1.FI04_GL0011152;MH0252_GL0198304	9	2	3.7476	88801000	0	0	0	9802100	16645000	0	20940000	5950500	0	0	13377000	22087000	0	0				6792
V1.UC50-1_GL0095916	2	1	8.873	598320000	114270000	106700000	0	177220000	0	0	0	0	0	0	60988000	89085000	0	50062000				6793
V1.UC50-1_GL0150382	7	1	3.3479	201630000	19476000	27045000	0	0	18783000	0	32722000	0	0	16522000	26386000	34467000	16296000	9934100				6794
V1.UC50-1_GL0150385;V1.UC60-0_GL0152978;MH0437_GL0231757;O2.UC4-2_GL0011463;ED10A_GL0040896;MH0385_GL0051422;HT25A_GL0138221;MH0211_GL0160078;V1.UC50-1_GL0076596;MH0212_GL0167227;MH0454_GL0166081;MH0333_GL0117530;MH0333_GL0028361;MH0329_GL0057693;MH0419_GL0164672;V1.UC15-0_GL0050069;O2.CD3-0-PT_GL0178701;V1.UC38-4_GL0033203;V1.FI32_GL0157974;V1.CD12-3_GL0027058;V1.UC31-4_GL0081682;T2D-81A_GL0056438;T2D-62A_GL0023593;O2.UC28-2_GL0046807;V1.UC50-1_GL0128736;V1.UC55-0_GL0225710;V1.UC55-0_GL0162213;V1.UC50-1_GL0048620;V1.UC50-1_GL0001400;V1.UC40-1_GL0049705;V1.UC35-4_GL0072345;V1.UC16-0_GL0073544;V1.UC13-3_GL0001219;V1.FI34_GL0045609;V1.CD55-0_GL0182730;V1.CD54-0_GL0008218;V1.CD48-0_GL0025963;V1.CD46-0_GL0099459;V1.CD3-0-PN_GL0100678;V1.CD3-0-PN_GL0079320;V1.CD3-0-PN_GL0069296;V1.CD3-0-PN_GL0059460;V1.CD21-0_GL0003128;V1.CD17-4_GL0095010;T2D-62A_GL0030694;T2D-47A_GL0132807;T2D-11A_GL0141167;O2.UC48-0_GL0196894;O2.UC48-0_GL0049430;O2.UC40-2_GL0093332;O2.UC27-0_GL0061402;O2.UC26-0_GL0055583;O2.UC20-1_GL0152769;O2.UC19-1_GL0027653;O2.UC16-2_GL0077080;O2.UC15-1_GL0149956;O2.UC15-0_GL0033663;O2.UC1-2_GL0032812;O2.CD3-0-PT_GL0025270;MH0444_GL0013014;MH0442_GL0061584;MH0420_GL0090094;MH0419_GL0175686;MH0415_GL0232511;MH0396_GL0081223;MH0393_GL0126669;MH0389_GL0169888;MH0370_GL0125624;MH0370_GL0124806;MH0343_GL0013498;MH0341_GL0011852;MH0336_GL0037389;MH0260_GL0013362;MH0260_GL0002053;MH0259_GL0166143;MH0239_GL0156134;MH0239_GL0066082;MH0212_GL0003240;MH0203_GL0255082;MH0197_GL0056408;MH0188_GL0142419;MH0188_GL0093495;MH0180_GL0056090;MH0172_GL0116326;MH0143_GL0084111;MH0126_GL0001988;MH0117_GL0104041;MH0113_GL0114425;MH0088_GL0093795;MH0086_GL0102670;MH0086_GL0062641;MH0086_GL0013307;MH0080_GL0052118;MH0071_GL0062766;MH0062_GL0006262;MH0020_GL0062691;MH0012_GL0076989;MH0006_GL0214093;742723.HMPREF9477_01458;553973.CLOHYLEM_05962;V1.UC50-1_GL0131349;V1.FI18_GL0030739;V1.CD7-4_GL0058688;V1.CD3-0-PN_GL0025174;V1.CD21-0_GL0031025;V1.CD20-4_GL0140813;T2D-62A_GL0047850;T2D-31A_GL0113962;O2.UC48-0_GL0069677;MH0419_GL0052714;MH0385_GL0186999;MH0188_GL0114882;MH0165_GL0127813;MH0154_GL0029077;MH0113_GL0114987;MH0088_GL0119294;MH0088_GL0000408;MH0014_GL0108823;MH0006_GL0152626;MH0001_GL0007908;556261.HMPREF0240_00137;O2.UC30-1_GL0166242;MH0336_GL0073715;MH0012_GL0185565;O2.UC41-1_GL0085253;MH0402_GL0013566;V1.CD32-0_GL0077497;MH0323_GL0065725;MH0288_GL0001693;V1.CD7-4_GL0098544;483218.BACPEC_00613;O2.CD3-0-PT_GL0005088;MH0417_GL0126833;MH0143_GL0113331;MH0450_GL0128356;MH0014_GL0010367;MH0280_GL0177779;V1.UC11-0_GL0105698;NOM026_GL0022608	2	2	4.6623	213210000	0	30331000	0	18717000	0	0	17025000	0	20853000	0	29327000	62038000	23048000	11874000				6795
V1.UC50-1_GL0162082	1	1	2.7452	61341000	5330800	0	0	7952600	0	0	7072400	0	19879000	0	0	2526400	0	18580000				6796
V1.UC50-1_GL0166566	3	1	1.973	73763000	0	20313000	0	11162000	0	0	12768000	13414000	0	0	16106000	0	0	0				6797
V1.UC50-1_GL0174876;O2.UC3-0_GL0147140;MH0056_GL0010847	11	0	7.3022	4325200000	316830000	731240000	146020000	310300000	143230000	338460000	346840000	127980000	202320000	119570000	573940000	540200000	137170000	291090000				6798
V1.UC50-1_GL0183470;MH0437_GL0124252;MH0193_GL0047480	2	1	2.974	70778000	0	0	0	15331000	10284000	0	0	0	20266000	0	0	7327600	0	17570000				6799
V1.UC50-1_GL0200905;T2D-11A_GL0147490	8	0	1.7175	24698000	0	0	0	0	0	0	0	0	0	0	24698000	0	0	0				6800
V1.UC50-1_GL0200914;T2D-11A_GL0147481;MH0145_GL0153486;MH0239_GL0057592;T2D-19A_GL0027060	14	0	3.3476	244960000	12735000	15682000	29376000	4451800	25095000	28952000	18118000	23973000	0	22435000	15700000	25789000	16466000	6182900				6801
V1.UC51-0_GL0027774	3	0	5.9231	427700000	40122000	27658000	21314000	63032000	18953000	11115000	40275000	22001000	54252000	0	28915000	36350000	18912000	44800000				6802
V1.UC51-0_GL0039467	4	0	1.7247	980560000	56472000	39714000	113210000	51533000	104570000	95945000	43693000	124810000	0	121830000	82390000	44150000	102240000	0				6803
V1.UC51-4_GL0052281;N042A_GL0075265;MH0088_GL0090144;O2.UC12-0_GL0045039;DOM026_GL0071817;O2.UC8-0_GL0083046	8	1	20.695	1108100000	28662000	150640000	42307000	52721000	49090000	59360000	64744000	36804000	77065000	39317000	209050000	205030000	53865000	39401000				6804
V1.UC52-0_GL0021959	22	0	-2	50463000	5009000	0	0	0	0	0	1618700	0	23749000	0	0	0	0	20086000	+			6805
V1.UC52-0_GL0046121;V1.CD2-0-PN_GL0011287	9	0	14.54	189650000	25744000	15813000	24185000	20062000	17940000	18040000	33808000	0	0	20129000	13923000	0	0	0				6806
V1.UC52-0_GL0146062	2	2	16.762	173890000	0	0	7718100	0	0	0	0	0	78012000	0	0	0	0	88158000				6807
V1.UC52-0_GL0147636	4	1	1.515	147170000	12309000	0	0	14848000	13712000	16348000	8964800	0	32842000	0	9727500	5841400	0	32577000				6808
V1.UC52-1_GL0055473;MH0355_GL0050106;MH0100_GL0006671;O2.UC52-0_GL0056039;O2.CD1-0_GL0121336;MH0385_GL0035970;SZEY-79A_GL0040882;MH0377_GL0053044;O2.UC8-1_GL0122669;MH0346_GL0132501;MH0393_GL0106005;V1.FI14_GL0171473;V1.CD34-0_GL0184443;O2.UC12-2_GL0131728;MH0077_GL0059805;MH0313_GL0057538;V1.CD10-0_GL0027221;NOM018_GL0021243;MH0408_GL0114210;MH0096_GL0068504;MH0220_GL0150599;MH0374_GL0073855;N103A_GL0002600;V1.UC16-0_GL0063546;O2.UC44-1_GL0173087;MH0373_GL0177675;NLF007_GL0099293;MH0189_GL0011741;HT14A_GL0003436;V1.UC14-0_GL0004631;O2.UC29-1_GL0026626;T2D-11A_GL0149384;V1.UC55-4_GL0244570;V1.CD55-0_GL0023737;V1.CD54-0_GL0001940;V1.CD30-0_GL0099299;O2.UC7-1_GL0192431;O2.UC22-1_GL0176661;O2.CD3-0-PT_GL0190286;NOM018_GL0044709;MH0462_GL0171808;MH0451_GL0088001;MH0413_GL0016020;MH0288_GL0115262;MH0252_GL0154323;MH0193_GL0066210;MH0145_GL0075544;MH0131_GL0147495;MH0035_GL0060926;MH0035_GL0057468;V1.CD19-0_GL0161657;MH0433_GL0229503;MH0316_GL0190274;MH0193_GL0178974;MH0092_GL0047519;MH0358_GL0087623;V1.UC11-5_GL0009204;NLF013_GL0001284;MH0062_GL0002539;MH0125_GL0009448;MH0006_GL0210395;MH0173_GL0025255;MH0040_GL0002243;MH0055_GL0025794;T2D-31A_GL0041327;T2D-70A_GL0034360;DLF003_GL0049940	9	0	1.5638	137600000	0	0	28920000	0	20233000	20292000	0	18405000	0	18000000	15667000	0	16082000	0				6809
V1.UC52-1_GL0073185;O2.UC41-1_GL0065647	5	1	13.539	497310000	0	0	0	0	15059000	0	18676000	0	0	199950000	27676000	94143000	122570000	19240000				6810
V1.UC52-1_GL0075016;V1.CD34-0_GL0177324;T2D-35A_GL0017351;DOM022_GL0025846;MH0361_GL0090704;V1.CD2-0-PT_GL0078903;O2.CD3-0-PT_GL0179601;MH0370_GL0005327;V1.UC16-0_GL0046842;V1.CD17-0_GL0088764;MH0071_GL0037468;MH0420_GL0073373;O2.UC23-2_GL0127439;O2.CD1-0-PT_GL0077901;V1.CD3-0-PN_GL0134292;O2.UC2-1_GL0190795;MH0006_GL0025870;V1.UC55-0_GL0176406;MH0247_GL0084785;MH0251_GL0146038;O2.CD3-0-PT_GL0154803;O2.UC8-2_GL0058086;V1.UC58-0_GL0153237;O2.CD3-0-PT_GL0121883;O2.UC15-1_GL0113547;V1.CD20-4_GL0001590;O2.UC11-2_GL0114380;V1.UC31-4_GL0088803;V1.UC30-0_GL0026577;T2D-66A_GL0082141;MH0335_GL0067648;MH0341_GL0116988;V1.UC50-1_GL0014079;O2.CD3-0-PT_GL0170557;MH0239_GL0118264;O2.UC8-1_GL0124958;O2.UC1-2_GL0093198;V1.CD12-3_GL0115088;V1.CD54-0_GL0109087;O2.UC48-0_GL0303146;O2.UC47-2_GL0112340;O2.UC15-1_GL0047546;V1.UC50-1_GL0022868;MH0114_GL0015655;O2.UC20-2_GL0147987;MH0442_GL0215059;MH0415_GL0072532;MH0192_GL0017005;585501.HMPREF6123_1393;MH0402_GL0013804	3	2	6.1994	198120000	13728000	53774000	5856500	11438000	19558000	0	1788900	20458000	0	16642000	12920000	24554000	17398000	0				6811
V1.UC52-1_GL0115042;NLF007_GL0038225;MH0012_GL0214368;N079A_GL0053491	3	1	34.573	1651100000	366960000	108910000	7810700	386180000	0	0	294880000	5468700	58820000	0	166040000	148390000	5516800	102100000				6812
V1.UC52-1_GL0141339	10	0	104.22	4693600000	140860000	723270000	290330000	154810000	257240000	260550000	244920000	265480000	281440000	299640000	688430000	705960000	100360000	280290000				6813
V1.UC52-1_GL0141340;MH0131_GL0043893;MH0200_GL0014997;V1.CD32-0_GL0091817;MH0370_GL0092140;O2.CD3-0-PT_GL0172279;V1.UC55-0_GL0177484;V1.CD55-0_GL0265318	12	1	50.212	2105600000	70034000	350600000	85116000	21492000	151730000	190960000	103320000	151590000	83317000	80743000	324140000	353230000	86455000	52901000				6814
V1.UC52-1_GL0155398	2	2	3.6433	79161000	0	0	0	0	0	0	0	0	49132000	0	0	0	0	30029000				6815
V1.UC52-1_GL0188607;MH0336_GL0097832	13	1	56.344	466550000	0	0	69411000	0	100160000	56313000	0	84025000	14680000	58808000	0	0	75841000	7320800				6816
V1.UC5-3_GL0007282;MH0370_GL0028516;MH0343_GL0019762;MH0340_GL0167221;ED9A_GL0081087;V1.UC58-4_GL0118717;MH0433_GL0085682;N056A_GL0031771;MH0393_GL0085060;NLM027_GL0025331;871237.SIN_0747;O2.CD1-0_GL0099437;469609.HMPREF0847_00023;467705.SGO_0008;V1.UC38-4_GL0173603;888833.HMPREF9421_0422;888825.HMPREF9398_0526	12	0	2.0422	936780000	26904000	85995000	43981000	37479000	48519000	51764000	111770000	44250000	33174000	39063000	74972000	90565000	178500000	69842000				6817
V1.UC5-3_GL0026775	3	1	1.5169	84544000	0	10652000	2291300	12357000	0	5976300	7772700	0	9277500	4721500	11880000	12624000	0	6991900				6818
V1.UC5-3_GL0038985	2	2	7.7492	212390000	9861000	13495000	30831000	0	34676000	24583000	8966400	18451000	0	17421000	14788000	26226000	13091000	0				6819
